index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct_102,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db,safety_hit_pct_91,delta_safety,stage103_added_trim,predicted_safety_linear
90,Clean Attack / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0629548,13.6191,0.0208333,-1.21601e-07,-6.22299,-5.66173,-12.0634,-24.5591,-42.5161,-20.7944,-11.4878,-30.1916,0.486111,-300.0,-3.7079300000000003e-26,83.6984,0.01875,0.0020832999999999997,1.0,0.0208333
91,Pressure Point / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0619448,13.7596,0.0104167,-4.28591e-08,-6.07016,-6.14388,-12.0277,-23.5189,-38.7434,-21.0523,-10.0461,-26.4002,0.425,-300.0,1.3159e-21,113.209,0.0,0.0104167,1.0,0.0104167
92,Warehouse Knock / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0658651,13.2266,0.0395833,-1.63809e-07,-5.88568,-5.3086,-11.7314,-22.877,-37.8968,-19.5226,-9.8925,-25.8826,0.883333,-300.0,-2.5458699999999998e-21,118.55,0.0479167,-0.008333399999999998,1.0,0.0395833
93,Fast Driver / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0669961,13.0787,0.0291667,-1.2756e-07,-5.95675,-5.33389,-11.0402,-22.4665,-38.48,-19.7697,-10.2854,-27.0319,0.597222,-300.0,-4.26181e-23,105.82,0.0479167,-0.01875,1.0,0.0291667
94,Techno Nail / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0659385,13.2169,0.0166667,-3.85268e-08,-5.99061,-5.7088,-10.9325,-22.2212,-37.2908,-20.2006,-9.5713,-25.2148,0.511111,-300.0,1.2948099999999999e-21,115.251,0.0104167,0.00625,1.0,0.0166667
95,Needle Punch / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0660908,13.1974,0.0145833,-7.09049e-08,-6.22063,-5.86366,-10.7597,-20.6842,-33.0156,-20.012,-8.75515,-22.0632,0.436111,-300.0,2.31148e-18,144.838,0.00208333,0.012499970000000001,1.0,0.0145833
96,Front Row / MUTANT,PUNCH,MUTANT,1,1,0.91734,0.062383,13.6495,0.0,1.75307e-09,-6.19167,-6.11014,-12.1088,-21.6691,-34.2632,-20.5323,-8.80201,-21.9447,0.375,-300.0,-1.32618e-18,146.692,0.0,0.0,1.0,0.0
97,Steel Toe / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0680674,12.9414,0.0354167,-1.73902e-07,-5.84727,-5.28769,-10.9877,-21.0967,-33.6732,-19.214,-8.85629,-22.4703,0.847222,-300.0,-1.55832e-18,145.647,0.0541667,-0.018749999999999996,1.0,0.0354167
98,Impact Driver / MUTANT,PUNCH,MUTANT,1,1,0.912889,0.062881,13.5377,0.0,-1.9972e-09,-6.28387,-6.09998,-11.3977,-23.1917,-39.1852,-21.2844,-10.1343,-27.1116,0.469444,-300.0,-1.15642e-23,100.061,0.0,0.0,1.0,0.0
99,Concrete Punch / MUTANT,PUNCH,MUTANT,1,1,0.922571,0.0688961,12.8361,0.0791667,-5.5289e-07,-5.75062,-5.43466,-10.5127,-20.6285,-33.764,-19.2065,-8.76699,-22.9127,0.802778,-300.0,-1.62863e-19,138.844,0.0458333,0.033333400000000006,1.0,0.0791667
100,Hard Clean,HARD,CORE,1,1,0.922072,0.0792647,12.1068,0.0,2.2095e-09,-8.18809,-7.71879,-10.3128,-14.387,-15.9313,-19.6643,-1.53688,-5.77344,0.25,-151.146,-2.27907e-11,80.4771,0.0,0.0,1.0,0.0
101,Peak Control,HARD,CORE,1,1,0.922571,0.0772773,12.1024,0.00208333,-9.49019e-09,-8.18561,-7.76423,-10.7694,-13.5557,-16.2299,-20.1137,-2.25322,-6.4216,0.238889,-178.557,2.06068e-12,94.9508,0.00208333,0.0,1.0,0.00208333
102,Flat Top,HARD,CORE,1,1,0.922571,0.0788763,12.4277,0.00416667,-5.44165e-09,-8.04397,-7.83524,-10.6305,-14.8164,-16.6005,-19.1852,-1.74762,-6.42623,0.438889,-135.427,2.30773e-11,72.4036,0.00416667,0.0,1.0,0.00416667
103,Redline,HARD,CORE,1,1,0.922571,0.0836777,11.5569,0.00833333,-2.06741e-08,-7.97676,-7.69132,-10.1987,-13.3106,-14.8348,-20.2138,-2.04231,-5.95532,0.475,-173.86,1.27744e-12,93.9362,0.00833333,0.0,1.0,0.00833333
104,Block Maker,HARD,CORE,1,1,0.922571,0.0798056,12.2773,0.00416667,-4.74338e-09,-7.88434,-8.16167,-10.8845,-14.4293,-15.8137,-18.8569,-2.5818,-6.93862,0.258333,-136.135,3.8661e-11,72.3043,0.00416667,0.0,1.0,0.00416667
105,Crushed Rail,HARD,CORE,1,1,0.922002,0.0816456,12.2622,0.0,7.55317e-09,-7.87237,-7.75598,-10.3871,-14.7264,-16.3905,-19.1504,-1.6189,-5.77864,0.552778,-138.299,-3.13255e-10,75.3817,0.0,0.0,1.0,0.0
106,Clipped Concrete,HARD,CORE,1,1,0.922571,0.0742831,12.5017,0.00625,-8.36166e-09,-7.8684,-8.00414,-10.9164,-14.6563,-16.7261,-18.7968,-2.50274,-7.60467,0.388889,-178.037,-6.10673e-12,95.1589,0.00625,0.0,1.0,0.00625
107,Hammer Hall,HARD,CORE,1,1,0.922571,0.0790774,12.1638,0.00833333,-2.0383e-08,-8.05773,-7.96757,-10.6534,-14.3119,-15.7297,-19.2721,-2.10983,-6.78829,0.269444,-158.948,1.64174e-11,85.1806,0.00833333,0.0,1.0,0.00833333
108,Main Room Block,HARD,CORE,1,1,0.922315,0.083576,12.0927,0.0,7.71319e-09,-8.1058,-7.65132,-10.3774,-14.5611,-15.7498,-19.5952,-1.55695,-5.56128,0.483333,-133.619,-5.77358e-10,72.3167,0.0,0.0,1.0,0.0
109,Guillotine,HARD,CORE,1,1,0.92227,0.0834805,12.1227,0.0,-4.56204e-09,-7.88512,-8.00235,-10.8653,-14.3492,-15.4181,-19.0927,-2.17983,-6.08236,0.313889,-133.752,1.2615e-10,72.2737,0.0,0.0,1.0,0.0
110,Hard Clean / TIGHT,HARD,TIGHT,1,1,0.922571,0.0728644,12.4585,0.0145833,-3.55246e-08,-8.19949,-7.75941,-10.4648,-14.2191,-17.6499,-19.7766,-2.34658,-8.17346,0.230556,-211.081,-1.87782e-13,111.942,0.00208333,0.012499970000000001,1.0,0.0145833
111,Peak Control / TIGHT,HARD,TIGHT,1,1,0.922571,0.0730172,12.4005,0.01875,-5.03644e-08,-8.22401,-7.81853,-10.8944,-13.3559,-17.9175,-20.5187,-2.6174,-8.50605,0.236111,-231.271,9.52094e-16,123.15,0.00625,0.012499999999999999,1.0,0.01875
112,Flat Top / TIGHT,HARD,TIGHT,1,1,0.922571,0.074955,12.3864,0.0125,-4.51988e-08,-8.0431,-7.85773,-10.6773,-14.5151,-16.6225,-19.2788,-2.2735,-7.60147,0.394444,-178.94,2.95201e-13,95.2283,0.00625,0.00625,1.0,0.0125
113,Redline / TIGHT,HARD,TIGHT,1,1,0.922571,0.0775918,11.9031,0.01875,-7.6148e-08,-7.98612,-7.74402,-10.3155,-13.1007,-16.4433,-20.5265,-2.5514,-7.92913,0.344444,-229.041,-3.06442e-15,122.878,0.0104167,0.0083333,1.0,0.01875
114,Block Maker / TIGHT,HARD,TIGHT,1,1,0.922571,0.074784,12.3608,0.00833333,-3.94279e-08,-7.88694,-8.19607,-11.0198,-14.0596,-16.3743,-19.1958,-3.16949,-8.16049,0.2,-181.259,1.21408e-12,96.2403,0.00833333,0.0,1.0,0.00833333
115,Crushed Rail / TIGHT,HARD,TIGHT,1,1,0.922571,0.0770576,12.1441,0.0125,-3.47267e-08,-7.91625,-7.75057,-10.4167,-14.2586,-16.2055,-19.2565,-2.15118,-6.79766,0.519444,-193.606,-7.99643e-13,104.45,0.00416667,0.00833333,1.0,0.0125
116,Clipped Concrete / TIGHT,HARD,TIGHT,1,1,0.922571,0.0708567,12.6738,0.0145833,-8.45374e-08,-7.88006,-8.02453,-11.0261,-14.2851,-17.9406,-19.0735,-3.14372,-9.62272,0.316667,-230.758,-7.53712e-15,123.212,0.0104167,0.004166600000000001,1.0,0.0145833
117,Hammer Hall / TIGHT,HARD,TIGHT,1,1,0.922571,0.0724634,12.4997,0.025,-1.02621e-07,-8.06878,-8.05237,-10.8213,-14.0821,-17.2988,-19.5831,-2.93948,-9.18744,0.202778,-222.304,-7.7884e-14,118.731,0.0125,0.0125,1.0,0.025
118,Main Room Block / TIGHT,HARD,TIGHT,1,1,0.922571,0.0801928,11.9737,0.0208333,-5.17689e-08,-8.10309,-7.68025,-10.3896,-14.2054,-15.505,-19.6489,-1.97894,-6.30131,0.402778,-168.036,6.76176e-12,90.5035,0.00416667,0.016666629999999998,1.0,0.0208333
119,Guillotine / TIGHT,HARD,TIGHT,1,1,0.922571,0.0796897,12.0045,0.0125,-4.50406e-08,-7.9435,-8.04295,-10.9663,-13.7446,-15.3216,-19.3057,-2.59032,-6.72219,0.216667,-170.318,-2.02317e-11,91.6918,0.00625,0.00625,1.0,0.0125
120,Hard Clean / HEAVY,HARD,HEAVY,1,1,0.922571,0.0811616,12.1564,0.025,-1.18771e-07,-8.20991,-7.65652,-10.3172,-14.512,-16.0627,-19.6872,-1.37889,-5.37003,0.427778,-135.499,-8.81992e-10,72.3614,0.0,0.025,0.85,0.02125
121,Peak Control / HEAVY,HARD,HEAVY,1,1,0.922571,0.0791187,12.3156,0.0375,-2.91994e-07,-8.12904,-7.76391,-10.7028,-14.423,-16.399,-19.7111,-1.90915,-5.7838,0.363889,-136.134,-3.8078e-10,72.3826,0.0,0.0375,0.85,0.031875
122,Flat Top / HEAVY,HARD,HEAVY,1,1,0.922571,0.0784809,12.4671,0.0208333,-8.12218e-08,-8.10106,-7.82653,-10.6087,-14.9875,-16.6278,-19.2951,-1.86402,-6.48398,0.480556,-135.335,-8.92624e-10,72.3209,0.00416667,0.016666629999999998,0.85,0.018333305499999997
123,Redline / HEAVY,HARD,HEAVY,1,1,0.922571,0.0880209,11.7136,0.0270833,-2.34586e-07,-8.10821,-7.55822,-10.1929,-13.902,-14.9921,-19.8308,-1.93849,-5.39598,0.566667,-133.023,-8.6629e-10,72.4813,0.00625,0.0208333,0.85,0.023958305
124,Block Maker / HEAVY,HARD,HEAVY,1,1,0.922571,0.0779059,12.4917,0.0541667,-6.22333e-07,-7.88155,-8.0707,-10.9084,-14.8857,-16.3946,-18.8265,-2.40564,-6.91277,0.338889,-136.089,2.40436e-11,72.361,0.00416667,0.05000003,0.85,0.046666695499999994
125,Crushed Rail / HEAVY,HARD,HEAVY,1,1,0.922571,0.0795934,12.5134,0.04375,-3.48385e-07,-7.8298,-7.89801,-10.5667,-14.9733,-17.0193,-19.0568,-1.51424,-5.99547,0.541667,-133.514,-3.9934e-10,72.3178,0.0,0.04375,0.85,0.0371875
126,Clipped Concrete / HEAVY,HARD,HEAVY,1,1,0.922571,0.0786834,12.5498,0.0395833,2.22044e-08,-7.90769,-7.95664,-10.8442,-14.8926,-16.83,-19.0288,-1.78435,-6.51929,0.452778,-134.68,2.36853e-09,72.5291,0.00208333,0.03749997,0.85,0.0339583045
127,Hammer Hall / HEAVY,HARD,HEAVY,1,1,0.922571,0.0812514,12.2658,0.0270833,-8.13547e-08,-8.10694,-7.92073,-10.6484,-14.6265,-15.9072,-19.2801,-1.87426,-6.40347,0.394444,-134.614,-6.6526e-10,72.2868,0.00416667,0.02291663,0.85,0.023645805500000002
128,Main Room Block / HEAVY,HARD,HEAVY,1,1,0.922571,0.0809259,12.3334,0.0375,-3.18369e-07,-8.10748,-7.72016,-10.5925,-14.7437,-16.3528,-19.563,-1.57439,-5.87597,0.497222,-134.195,1.32983e-09,72.3461,0.0,0.0375,0.85,0.031875
129,Guillotine / HEAVY,HARD,HEAVY,1,1,0.922571,0.080379,12.4273,0.025,-1.32219e-07,-7.86311,-7.97512,-10.8744,-14.6574,-16.4522,-19.1269,-1.97444,-6.08577,0.438889,-133.859,-1.7345e-11,72.2544,0.0,0.025,0.85,0.02125
130,Hard Clean / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0849741,11.73,0.01875,-7.67695e-08,-8.2806,-7.74791,-10.3838,-13.6701,-14.8708,-20.0289,-2.20228,-5.56874,0.252778,-135.705,1.66932e-10,72.274,0.00208333,0.016666669999999998,1.0,0.01875
131,Peak Control / SUSTAIN,HARD,SUSTAIN,1,1,0.922279,0.087789,11.4564,0.0,-2.50303e-09,-8.33211,-7.80322,-10.4884,-12.718,-14.5698,-20.8671,-2.10291,-4.72416,0.25,-135.357,5.16646e-10,72.4563,0.00208333,-0.00208333,1.0,0.0
132,Flat Top / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0817039,12.1163,0.0354167,-2.38886e-07,-8.16496,-7.75919,-10.7367,-14.283,-15.6116,-19.7965,-2.16319,-6.19073,0.441667,-135.341,1.08173e-09,72.3269,0.00416667,0.031250030000000005,1.0,0.0354167
133,Redline / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0964008,10.8803,0.0291667,-3.87954e-07,-8.05843,-7.7364,-10.0926,-12.3974,-13.2512,-20.6533,-2.72028,-4.99,0.45,-132.846,1.37084e-09,72.3502,0.00833333,0.02083337,1.0,0.0291667
134,Block Maker / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0833289,11.8985,0.0333333,-2.77572e-07,-7.97466,-8.06568,-11.0135,-13.6484,-14.9383,-19.6544,-2.83639,-6.24635,0.230556,-135.833,-9.36594e-10,72.3149,0.00625,0.027083300000000005,1.0,0.0333333
135,Crushed Rail / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0857982,11.9251,0.0145833,-6.46471e-08,-7.94785,-7.7953,-10.4213,-13.9824,-15.4451,-19.4576,-2.22316,-5.6021,0.525,-132.974,-8.13408e-10,72.3877,0.00208333,0.012499970000000001,1.0,0.0145833
136,Clipped Concrete / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0823656,12.0655,0.00208333,-7.83275e-09,-8.02217,-8.02829,-11.036,-13.8976,-15.3435,-19.6867,-2.45635,-6.32697,0.338889,-135.302,2.83108e-10,72.2829,0.00625,-0.004166670000000001,1.0,0.0020833299999999996
137,Hammer Hall / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0858961,11.729,0.0270833,-2.71295e-07,-8.261,-7.95661,-10.7985,-13.5523,-14.5207,-20.0554,-2.52536,-6.15165,0.213889,-135.018,1.68708e-09,72.4624,0.0125,0.0145833,1.0,0.0270833
138,Main Room Block / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0875807,11.6937,0.00416667,-8.49196e-09,-8.17705,-7.66808,-10.3933,-13.5869,-14.8962,-20.0902,-2.26039,-5.40993,0.45,-133.575,5.5674e-10,72.4343,0.00208333,0.00208334,1.0,0.00416667
139,Guillotine / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.08953,11.468,0.00833333,-3.12503e-09,-8.08206,-8.06416,-10.8244,-12.7109,-14.3027,-19.8991,-2.61517,-5.34631,0.286111,-133.781,2.66064e-09,72.4095,0.00416667,0.00416666,1.0,0.00833333
140,Hard Clean / MUTANT,HARD,MUTANT,1,1,0.922571,0.0735754,12.4153,0.0291667,-1.49471e-07,-8.27611,-7.85081,-10.7394,-14.0036,-17.1444,-19.9252,-2.42867,-8.00073,0.233333,-194.855,-9.33556e-13,103.019,0.00416667,0.02500003,1.0,0.0291667
141,Peak Control / MUTANT,HARD,MUTANT,1,1,0.922571,0.0720848,12.5132,0.0229167,-1.1173e-07,-8.24862,-7.90254,-10.9039,-13.5265,-18.1932,-20.3535,-2.83799,-8.76512,0.236111,-229.271,-1.05807e-14,121.548,0.00416667,0.01875003,1.0,0.0229167
142,Flat Top / MUTANT,HARD,MUTANT,1,1,0.922571,0.0758853,12.3555,0.00625,-1.32457e-08,-8.09639,-7.99218,-10.745,-14.4194,-16.3306,-19.4671,-2.40397,-7.25389,0.325,-165.904,-3.2924e-11,88.2263,0.00416667,0.0020833300000000004,1.0,0.00625
143,Redline / MUTANT,HARD,MUTANT,1,1,0.922571,0.0767677,11.9989,0.03125,-8.96996e-08,-8.11568,-7.70239,-10.42,-13.2461,-16.5906,-20.3208,-2.79292,-8.19918,0.325,-224.808,-4.81782e-14,120.551,0.0104167,0.0208333,1.0,0.03125
144,Block Maker / MUTANT,HARD,MUTANT,1,1,0.922571,0.0760576,12.2981,0.0166667,-7.86473e-08,-7.92246,-8.22381,-11.0322,-14.0903,-16.0077,-19.1985,-3.04015,-7.79338,0.233333,-167.802,4.05457e-11,88.9913,0.00833333,0.00833337,1.0,0.0166667
145,Crushed Rail / MUTANT,HARD,MUTANT,1,1,0.922571,0.078852,12.0399,0.00833333,-4.43892e-08,-7.9408,-7.86338,-10.5036,-14.0116,-15.7694,-19.3643,-2.16089,-6.5841,0.488889,-178.42,3.87814e-13,96.154,0.00625,0.0020833299999999996,1.0,0.00833333
146,Clipped Concrete / MUTANT,HARD,MUTANT,1,1,0.922571,0.0697271,12.8031,0.0270833,-9.25262e-08,-7.96987,-8.17362,-11.244,-14.1169,-18.4161,-19.504,-3.48362,-9.84903,0.227778,-229.414,2.68156e-15,121.718,0.0104167,0.016666600000000004,1.0,0.027083300000000005
147,Hammer Hall / MUTANT,HARD,MUTANT,1,1,0.922571,0.0727505,12.4944,0.0104167,-4.36813e-08,-8.18547,-8.08333,-10.9065,-14.0447,-17.097,-19.8111,-3.03152,-8.85943,0.208333,-205.838,2.43267e-13,109.341,0.0145833,-0.004166600000000001,1.0,0.0104167
148,Main Room Block / MUTANT,HARD,MUTANT,1,1,0.922571,0.081745,11.9297,0.0375,-2.15185e-07,-8.16623,-7.70244,-10.7095,-13.9463,-15.2239,-19.7611,-2.13646,-6.2733,0.344444,-155.194,-8.24728e-11,83.4233,0.00625,0.03125,1.0,0.0375
149,Guillotine / MUTANT,HARD,MUTANT,1,1,0.922571,0.0806017,12.01,0.0229167,-5.66224e-08,-7.99118,-8.09481,-10.9913,-13.934,-15.1004,-19.1383,-2.81601,-6.81189,0.230556,-157.782,1.09944e-10,84.6954,0.00625,0.0166667,1.0,0.022916699999999998
150,Industrial Clean,INDUSTRIAL,CORE,1,1,0.915951,0.079398,12.1665,0.0,3.41767e-10,-8.61483,-9.80402,-8.79199,-13.9835,-17.0826,-20.1577,-1.81044,-6.36195,0.375,-104.969,4.13779e-08,52.4527,0.0,0.0,1.0,0.0
151,Reactor Core,INDUSTRIAL,CORE,1,1,0.915512,0.0761259,12.4838,0.0,4.53647e-09,-8.6652,-9.44709,-8.96979,-14.5653,-18.151,-19.9661,-2.09521,-7.30361,0.319444,-102.53,7.05166e-08,50.6032,0.0,0.0,1.0,0.0
152,Black Foundry,INDUSTRIAL,CORE,1,1,0.9153,0.0790819,12.2015,0.0,2.37982e-09,-8.70707,-10.0078,-8.95242,-13.6374,-17.2666,-20.7888,-0.936187,-5.48435,0.3,-102.034,-2.64358e-08,50.6742,0.0,0.0,1.0,0.0
153,Steel Chamber,INDUSTRIAL,CORE,1,1,0.915613,0.0773177,12.3644,0.0,1.76966e-09,-8.50235,-9.61541,-8.80251,-14.2747,-18.1291,-20.0662,-1.38434,-6.41227,0.3,-102.281,8.19028e-08,50.707,0.0,0.0,1.0,0.0
154,Container Impact,INDUSTRIAL,CORE,1,1,0.915989,0.0839845,11.839,0.0,9.28498e-10,-8.37719,-9.57957,-8.69658,-13.4774,-16.4325,-20.4995,-1.56399,-5.85004,0.422222,-101.444,7.57258e-08,51.4961,0.0,0.0,1.0,0.0
155,Factory Floor,INDUSTRIAL,CORE,1,1,0.915884,0.0856627,11.629,0.0,-1.95815e-09,-8.28955,-9.55576,-8.3624,-12.9922,-16.6194,-20.4993,-0.448311,-4.56125,0.436111,-102.1,-2.77697e-08,52.0534,0.0,0.0,1.0,0.0
156,Rust Press,INDUSTRIAL,CORE,1,1,0.917714,0.0826027,11.9592,0.0,2.57897e-09,-8.31092,-8.8118,-8.27239,-13.9464,-18.0542,-19.2569,-1.71684,-6.87976,0.583333,-99.3735,-6.25931e-08,50.6143,0.0,0.0,1.0,0.0
157,Broken Piston,INDUSTRIAL,CORE,1,1,0.92019,0.0836856,11.9019,0.0,8.47023e-09,-8.75175,-10.3238,-8.89761,-13.0094,-16.1704,-21.6142,-0.490267,-4.54221,0.35,-100.62,6.51745e-08,50.7634,0.0,0.0,1.0,0.0
158,Machine Teeth,INDUSTRIAL,CORE,1,1,0.919251,0.0833416,11.9198,0.0,1.22414e-10,-8.36008,-9.66666,-8.55678,-13.3863,-17.0345,-20.6113,-0.991124,-5.65341,0.416667,-100.084,4.38218e-09,50.6141,0.0,0.0,1.0,0.0
159,Underground Unit,INDUSTRIAL,CORE,1,1,0.917574,0.0875393,11.4873,0.0,1.33587e-09,-8.19614,-9.39869,-8.20612,-12.8299,-16.4277,-19.9647,-0.535221,-4.46147,0.497222,-99.4854,-4.75074e-08,50.6668,0.0,0.0,1.0,0.0
160,Industrial Clean / TIGHT,INDUSTRIAL,TIGHT,1,1,0.922571,0.0700621,12.927,0.00208333,4.65283e-09,-8.8834,-10.1709,-9.37101,-14.6234,-18.7165,-20.4924,-2.43732,-8.05843,0.3,-140.175,3.80231e-10,70.38,0.0,0.00208333,1.0,0.00208333
161,Reactor Core / TIGHT,INDUSTRIAL,TIGHT,1,1,0.920612,0.0700451,13.0158,0.0,-1.3557e-09,-9.05927,-9.93525,-9.4617,-15.039,-18.6948,-20.2891,-2.90982,-8.14419,0.269444,-122.262,-4.78841e-09,60.5319,0.0,0.0,1.0,0.0
162,Black Foundry / TIGHT,INDUSTRIAL,TIGHT,1,1,0.912627,0.0718934,12.7715,0.0,-1.55232e-10,-9.00952,-10.4804,-9.48747,-14.3349,-18.1224,-21.0664,-1.62798,-6.75384,0.236111,-115.788,-3.62355e-09,57.0401,0.0,0.0,1.0,0.0
163,Steel Chamber / TIGHT,INDUSTRIAL,TIGHT,1,1,0.91382,0.0728989,12.6775,0.0,4.73668e-09,-8.73761,-10.0338,-9.1018,-14.734,-18.3298,-20.2618,-1.97601,-7.18853,0.275,-114.434,-5.11882e-09,56.5502,0.0,0.0,1.0,0.0
164,Container Impact / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917441,0.0743052,12.4402,0.0,8.07983e-09,-8.55987,-9.92146,-9.15508,-14.0568,-17.7113,-20.839,-2.09206,-7.31731,0.344444,-137.728,1.31213e-11,70.0596,0.0,0.0,1.0,0.0
165,Factory Floor / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917269,0.075842,12.2222,0.0,2.01825e-09,-8.47916,-9.7385,-8.84515,-13.5952,-17.9579,-20.7461,-0.825481,-6.35016,0.366667,-138.531,1.24572e-09,70.343,0.0,0.0,1.0,0.0
166,Rust Press / TIGHT,INDUSTRIAL,TIGHT,1,1,0.918279,0.0763131,12.2052,0.0,-3.09683e-09,-8.42098,-8.96877,-8.46996,-14.3645,-18.3397,-19.1745,-2.40233,-8.0082,0.458333,-137.672,-4.58515e-10,70.318,0.0,0.0,1.0,0.0
167,Broken Piston / TIGHT,INDUSTRIAL,TIGHT,1,1,0.920447,0.0720902,12.7114,0.0,-3.59406e-09,-9.08894,-10.9795,-9.35909,-13.987,-17.6814,-21.7818,-1.50579,-6.63956,0.294444,-137.526,-2.53399e-10,69.2522,0.0,0.0,1.0,0.0
168,Machine Teeth / TIGHT,INDUSTRIAL,TIGHT,1,1,0.918727,0.0747637,12.3823,0.0,-5.68194e-09,-8.49091,-9.88313,-8.93422,-14.0323,-17.8676,-20.7007,-1.84949,-7.44863,0.352778,-136.328,-1.34641e-10,68.9061,0.0,0.0,1.0,0.0
169,Underground Unit / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917177,0.0784187,11.9451,0.0,-3.49576e-10,-8.30467,-9.69119,-8.56324,-13.2055,-17.6049,-20.1517,-1.06767,-6.25335,0.45,-138.074,-1.16482e-09,70.3865,0.0,0.0,1.0,0.0
170,Industrial Clean / HEAVY,INDUSTRIAL,HEAVY,1,1,0.919463,0.0742867,12.6611,0.0,5.40856e-10,-8.92003,-9.65656,-9.01555,-14.5437,-18.6037,-19.9259,-2.44629,-7.32356,0.288889,-103.466,5.59643e-08,50.6757,0.0,0.0,1.0,0.0
171,Reactor Core / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922006,0.0736912,12.758,0.0,1.88355e-10,-8.76774,-9.64024,-8.99898,-14.7907,-18.9314,-19.9712,-2.3892,-7.69535,0.275,-103.39,7.25177e-08,50.7123,0.0,0.0,1.0,0.0
172,Black Foundry / HEAVY,INDUSTRIAL,HEAVY,1,1,0.913654,0.0758931,12.4774,0.0,-8.73921e-09,-8.72595,-9.78724,-8.93571,-14.4417,-18.0942,-20.3231,-1.72123,-6.72267,0.291667,-102.702,8.57061e-09,50.6075,0.0,0.0,1.0,0.0
173,Steel Chamber / HEAVY,INDUSTRIAL,HEAVY,1,1,0.915381,0.0724124,12.7937,0.0,-2.43116e-09,-8.84325,-9.52163,-8.9641,-14.9942,-19.5626,-19.7251,-2.22971,-7.85892,0.272222,-103.988,7.65013e-08,50.7969,0.0,0.0,1.0,0.0
174,Container Impact / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922571,0.0781288,12.3807,0.00208333,6.8714e-10,-8.56491,-9.47558,-8.85127,-14.2298,-17.8471,-20.3184,-2.18257,-6.7482,0.313889,-101.578,7.16623e-09,50.5902,0.0,0.00208333,1.0,0.00208333
175,Factory Floor / HEAVY,INDUSTRIAL,HEAVY,1,1,0.913343,0.0806595,12.0637,0.0,6.03387e-09,-8.41075,-9.57262,-8.59047,-13.759,-17.6838,-20.2912,-1.1617,-5.93454,0.361111,-100.911,1.02625e-08,50.7927,0.0,0.0,1.0,0.0
176,Rust Press / HEAVY,INDUSTRIAL,HEAVY,1,1,0.922571,0.0795324,12.2502,0.0125,-5.82574e-08,-8.37744,-9.00198,-8.45132,-14.3046,-18.519,-19.414,-1.98789,-7.40595,0.458333,-100.534,-1.93134e-08,50.5187,0.0,0.0125,1.0,0.0125
177,Broken Piston / HEAVY,INDUSTRIAL,HEAVY,1,1,0.916578,0.0754264,12.5392,0.0,2.71134e-11,-8.82616,-9.9978,-9.10774,-14.1303,-18.1168,-20.8342,-1.66027,-6.26706,0.269444,-103.08,-1.13744e-08,50.666,0.0,0.0,1.0,0.0
178,Machine Teeth / HEAVY,INDUSTRIAL,HEAVY,1,1,0.918069,0.0760803,12.501,0.0,-7.99637e-10,-8.6837,-9.35556,-8.83062,-14.471,-18.6927,-20.0366,-2.0398,-7.44393,0.313889,-102.467,-1.67605e-08,50.8196,0.0,0.0,1.0,0.0
179,Underground Unit / HEAVY,INDUSTRIAL,HEAVY,1,1,0.917174,0.0821942,11.9604,0.0,4.42999e-09,-8.47771,-9.12075,-8.44771,-13.7005,-17.5801,-19.7542,-1.34016,-6.00836,0.411111,-100.549,-5.14429e-08,50.7376,0.0,0.0,1.0,0.0
180,Industrial Clean / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.92211,0.0809424,12.1651,0.0,3.85378e-09,-9.05252,-10.3493,-9.22121,-13.4505,-16.1528,-20.9392,-1.94417,-5.52136,0.322222,-101.45,-2.92361e-08,50.6561,0.0,0.0,1.0,0.0
181,Reactor Core / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.919042,0.0764099,12.5559,0.0,4.32707e-11,-9.04959,-10.0567,-9.41553,-14.2165,-17.1635,-20.8383,-2.53492,-6.3225,0.297222,-102.405,-2.19543e-09,50.7066,0.0,0.0,1.0,0.0
