index,name,family,bank,technical,residual,peak,rms,crest075_db,safety_hit_pct,dc,w0_30_db,w30_80_db,w80_180_db,w180_400_db,w400_750_db,low80_180_db,low180_400_rel_db,low400_750_rel_db,near_peak90_075_pct,tail_rms_db,tail_mean,decay_drop_db
107,Hammer Hall,HARD,CORE,1,1,0.922571,0.0790774,12.1638,0.00833333,-2.0383e-08,-8.05773,-7.96757,-10.6534,-14.3119,-15.7297,-19.2721,-2.10983,-6.78829,0.269444,-158.948,1.64174e-11,85.1806
108,Main Room Block,HARD,CORE,1,1,0.922315,0.083576,12.0927,0,7.71319e-09,-8.1058,-7.65132,-10.3774,-14.5611,-15.7498,-19.5952,-1.55695,-5.56128,0.483333,-133.619,-5.77358e-10,72.3167
109,Guillotine,HARD,CORE,1,1,0.92227,0.0834805,12.1227,0,-4.56204e-09,-7.88512,-8.00235,-10.8653,-14.3492,-15.4181,-19.0927,-2.17983,-6.08236,0.313889,-133.752,1.2615e-10,72.2737
110,Hard Clean / TIGHT,HARD,TIGHT,1,1,0.922571,0.0728681,12.458,0.00208333,2.06069e-09,-8.19938,-7.75791,-10.4645,-14.2189,-17.6501,-19.7766,-2.34659,-8.17349,0.233333,-211.082,-1.87789e-13,111.942
111,Peak Control / TIGHT,HARD,TIGHT,1,1,0.922571,0.0730221,12.3999,0.00625,-7.24547e-09,-8.22288,-7.81719,-10.8939,-13.3556,-17.9177,-20.5187,-2.61742,-8.50607,0.236111,-231.271,9.52278e-16,123.15
112,Flat Top / TIGHT,HARD,TIGHT,1,1,0.922571,0.0749595,12.3858,0.00625,-1.0235e-08,-8.04218,-7.85618,-10.6769,-14.5149,-16.6226,-19.2788,-2.27351,-7.6015,0.397222,-178.941,2.95063e-13,95.2284
113,Redline / TIGHT,HARD,TIGHT,1,1,0.922571,0.0775965,11.9025,0.0104167,-4.50967e-08,-7.98604,-7.74266,-10.3147,-13.1002,-16.4435,-20.5265,-2.55144,-7.92919,0.338889,-229.041,-3.06396e-15,122.878
114,Block Maker / TIGHT,HARD,TIGHT,1,1,0.922571,0.0747872,12.3604,0.00833333,-1.77239e-08,-7.88637,-8.19482,-11.0196,-14.0594,-16.3744,-19.1958,-3.1695,-8.16053,0.202778,-181.26,1.21387e-12,96.2403
115,Crushed Rail / TIGHT,HARD,TIGHT,1,1,0.922571,0.077063,12.1435,0.00416667,-2.54649e-09,-7.9154,-7.74898,-10.4161,-14.2583,-16.2055,-19.2565,-2.15119,-6.79768,0.525,-193.607,-7.99674e-13,104.45
116,Clipped Concrete / TIGHT,HARD,TIGHT,1,1,0.922571,0.0708605,12.6734,0.0104167,-3.94975e-08,-7.87961,-8.02312,-11.0258,-14.2849,-17.9409,-19.0735,-3.14374,-9.62276,0.316667,-230.758,-7.53567e-15,123.212
117,Hammer Hall / TIGHT,HARD,TIGHT,1,1,0.922571,0.0724685,12.4991,0.0125,-3.09814e-08,-8.06719,-8.05089,-10.821,-14.0817,-17.2992,-19.5831,-2.9395,-9.18749,0.202778,-222.304,-7.78808e-14,118.731
118,Main Room Block / TIGHT,HARD,TIGHT,1,1,0.922571,0.0801983,11.973,0.00416667,-2.93944e-09,-8.1017,-7.67854,-10.3892,-14.2049,-15.505,-19.6489,-1.97895,-6.30134,0.402778,-168.037,6.76152e-12,90.5035
119,Guillotine / TIGHT,HARD,TIGHT,1,1,0.922571,0.0796938,12.004,0.00625,-6.11092e-09,-7.94284,-8.04161,-10.9659,-13.7442,-15.3216,-19.3057,-2.59034,-6.72221,0.219444,-170.319,-2.02285e-11,91.6918
120,Hard Clean / HEAVY,HARD,HEAVY,1,1,0.922154,0.0822013,12.0862,0,2.11704e-09,-8.13359,-7.6533,-10.2814,-14.4467,-15.9073,-19.6585,-1.32451,-5.32936,0.408333,-135.096,-8.55362e-10,72.3887
121,Peak Control / HEAVY,HARD,HEAVY,1,1,0.92196,0.0798545,12.0992,0,-4.15895e-10,-8.09568,-7.69516,-10.6878,-14.0502,-15.9123,-19.9314,-1.96237,-5.76116,0.372222,-150.286,-1.00098e-10,80.438
122,Flat Top / HEAVY,HARD,HEAVY,1,1,0.922571,0.079008,12.4567,0.00416667,-3.65116e-09,-8.01564,-7.79909,-10.5834,-15.0091,-16.6702,-19.2113,-1.74165,-6.45034,0.502778,-134.809,-1.23914e-09,72.3119
123,Redline / HEAVY,HARD,HEAVY,1,1,0.922571,0.0884077,11.4971,0.00625,-1.01799e-08,-7.87789,-7.6659,-10.119,-13.4904,-14.5788,-20.123,-1.8982,-5.2067,0.597222,-145.772,-1.6368e-11,79.458
124,Block Maker / HEAVY,HARD,HEAVY,1,1,0.922571,0.0803834,12.3283,0.00625,-8.6077e-09,-7.79931,-8.05689,-10.8191,-14.7483,-15.9511,-18.7046,-2.43872,-6.78838,0.375,-134.921,2.37e-09,72.5091
125,Crushed Rail / HEAVY,HARD,HEAVY,1,1,0.92236,0.0803689,12.4781,0,3.57547e-09,-7.80904,-7.87182,-10.4228,-15.0557,-16.9948,-19.1714,-1.36496,-5.75984,0.552778,-133.096,2.81791e-10,72.305
126,Clipped Concrete / HEAVY,HARD,HEAVY,1,1,0.922571,0.0774565,12.4877,0.00625,-1.38746e-08,-7.81937,-7.94748,-10.8415,-15.0345,-16.475,-18.8481,-2.0111,-6.86075,0.45,-149.223,-1.70741e-10,80.2693
127,Hammer Hall / HEAVY,HARD,HEAVY,1,1,0.922571,0.083359,12.1578,0.00625,-8.11297e-09,-8.01248,-7.87263,-10.5762,-14.5867,-15.6498,-19.2078,-1.81188,-6.12258,0.419444,-133.668,-5.02528e-10,72.5656
128,Main Room Block / HEAVY,HARD,HEAVY,1,1,0.922263,0.0830333,12.2025,0,-5.32823e-09,-8.05707,-7.63526,-10.4906,-14.477,-16.2362,-19.5671,-1.58381,-5.69144,0.522222,-133.198,-6.6756e-10,72.4813
129,Guillotine / HEAVY,HARD,HEAVY,1,1,0.921693,0.0823712,12.291,0,-3.14405e-09,-7.81856,-7.95741,-10.8311,-14.5189,-16.0934,-19.0851,-1.96379,-6.16847,0.433333,-133.396,-9.65184e-10,72.5746
130,Hard Clean / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0837382,11.8622,0.00208333,1.02191e-08,-8.22609,-7.72411,-10.3525,-14.0281,-15.1485,-19.8746,-1.87286,-5.5001,0.258333,-135.689,-2.22885e-10,72.338
131,Peak Control / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0871351,11.5413,0.00416667,-1.26319e-08,-8.276,-7.79408,-10.4982,-12.9572,-14.67,-20.6742,-2.15004,-4.93982,0.241667,-135.15,-1.17366e-09,72.3392
132,Flat Top / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0809994,12.2136,0.00625,-8.89451e-09,-8.10986,-7.79648,-10.6192,-14.528,-15.9096,-19.5485,-2.01723,-6.40001,0.433333,-135.099,-9.14179e-10,72.3288
133,Redline / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0950356,11.0203,0.0104167,-2.91052e-08,-8.00561,-7.72393,-10.1758,-12.6448,-13.4797,-20.527,-2.4831,-5.15356,0.466667,-132.748,-1.71329e-09,72.3957
134,Block Maker / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.082888,11.9704,0.00833333,-2.01663e-08,-7.93244,-8.06888,-10.9935,-13.8347,-15.0782,-19.4709,-2.85943,-6.45939,0.247222,-135.731,-9.73955e-10,72.3102
135,Crushed Rail / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0848993,12.0472,0.00208333,-5.33572e-11,-7.91248,-7.75358,-10.3884,-14.3114,-15.7529,-19.4128,-1.95541,-5.60124,0.561111,-132.723,-2.9034e-10,72.3967
136,Clipped Concrete / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0822649,12.1812,0.00625,-2.11615e-08,-7.934,-7.98664,-10.9473,-14.291,-15.6071,-19.2837,-2.33052,-6.61516,0.375,-134.539,3.17203e-10,72.2823
137,Hammer Hall / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0848528,11.8575,0.0125,-3.55293e-08,-8.17508,-7.93158,-10.7294,-13.9033,-14.7982,-19.737,-2.34364,-6.35253,0.216667,-134.884,1.62937e-09,72.454
138,Main Room Block / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.086506,11.8358,0.00208333,-1.29423e-09,-8.11937,-7.64806,-10.3701,-14.0134,-15.1487,-19.9468,-1.96326,-5.43211,0.452778,-133.261,-1.05614e-09,72.3606
139,Guillotine / SUSTAIN,HARD,SUSTAIN,1,1,0.922571,0.0872273,11.7329,0.00416667,5.5903e-09,-7.97752,-8.02022,-10.8978,-13.4222,-14.6386,-19.5232,-2.56557,-5.73114,0.291667,-133.519,-6.1887e-10,72.2409
140,Hard Clean / MUTANT,HARD,MUTANT,1,1,0.922571,0.0784583,12.0812,0.00416667,1.8383e-10,-8.19453,-7.73584,-10.5843,-14.0118,-15.8559,-19.6879,-2.06931,-6.62571,0.244444,-164.109,4.30444e-11,87.3869
141,Peak Control / MUTANT,HARD,MUTANT,1,1,0.922571,0.0770393,12.0554,0.00625,-1.13198e-08,-8.21449,-7.78101,-10.8874,-13.235,-16.2449,-20.3979,-2.45113,-6.70218,0.241667,-193.27,-1.78306e-12,103.047
142,Flat Top / MUTANT,HARD,MUTANT,1,1,0.922571,0.0798817,12.2757,0.00416667,-1.26295e-08,-8.02853,-7.89748,-10.6574,-14.6228,-16.0061,-19.336,-2.03783,-6.55257,0.419444,-140.066,-2.90791e-10,74.9682
143,Redline / MUTANT,HARD,MUTANT,1,1,0.922571,0.0827376,11.5338,0.0104167,-2.93021e-08,-8.06647,-7.65525,-10.3343,-12.9573,-14.9542,-20.2412,-2.65976,-6.55463,0.425,-189.274,-2.05106e-12,102.144
144,Block Maker / MUTANT,HARD,MUTANT,1,1,0.922571,0.08163,12.0869,0.0125,-4.5786e-08,-7.86998,-8.19007,-10.8759,-14.1612,-15.2778,-19.0022,-2.76331,-6.83209,0.283333,-140.931,-3.47268e-10,75.4354
145,Crushed Rail / MUTANT,HARD,MUTANT,1,1,0.922571,0.0817486,12.0809,0.00625,-6.42889e-09,-7.89096,-7.83703,-10.4693,-14.2532,-15.8061,-19.3054,-1.99148,-5.96595,0.519444,-150.725,2.56941e-10,81.8842
146,Clipped Concrete / MUTANT,HARD,MUTANT,1,1,0.922571,0.0745106,12.3882,0.0125,-4.66187e-08,-7.8771,-8.05167,-11.047,-14.2993,-16.3671,-19.0418,-3.12349,-8.00411,0.352778,-192.561,3.41674e-12,103.191
147,Hammer Hall / MUTANT,HARD,MUTANT,1,1,0.922571,0.0786923,12.0631,0.0166667,-5.2346e-08,-8.07536,-8.05792,-10.7615,-13.9584,-15.4538,-19.5677,-2.6299,-7.2526,0.205556,-172.969,-5.89472e-12,92.7366
148,Main Room Block / MUTANT,HARD,MUTANT,1,1,0.922571,0.0861562,11.8909,0.00833333,-1.25691e-08,-8.09298,-7.65597,-10.5997,-14.0474,-15.1483,-19.6575,-1.93823,-5.89208,0.436111,-133.24,-6.73323e-10,72.3628
149,Guillotine / MUTANT,HARD,MUTANT,1,1,0.922571,0.0863098,11.8757,0.00625,-1.54848e-08,-7.94533,-8.06825,-10.921,-13.7832,-14.8204,-19.107,-2.71261,-6.34434,0.269444,-133.491,-2.54485e-10,72.484
150,Industrial Clean,INDUSTRIAL,CORE,1,1,0.915951,0.079398,12.1665,0,3.41767e-10,-8.61483,-9.80402,-8.79199,-13.9835,-17.0826,-20.1577,-1.81044,-6.36195,0.375,-104.969,4.13779e-08,52.4527
151,Reactor Core,INDUSTRIAL,CORE,1,1,0.915512,0.0761259,12.4838,0,4.53647e-09,-8.6652,-9.44709,-8.96979,-14.5653,-18.151,-19.9661,-2.09521,-7.30361,0.319444,-102.53,7.05166e-08,50.6032
152,Black Foundry,INDUSTRIAL,CORE,1,1,0.9153,0.0790819,12.2015,0,2.37982e-09,-8.70707,-10.0078,-8.95242,-13.6374,-17.2666,-20.7888,-0.936187,-5.48435,0.3,-102.034,-2.64358e-08,50.6742
153,Steel Chamber,INDUSTRIAL,CORE,1,1,0.915613,0.0773177,12.3644,0,1.76966e-09,-8.50235,-9.61541,-8.80251,-14.2747,-18.1291,-20.0662,-1.38434,-6.41227,0.3,-102.281,8.19028e-08,50.707
154,Container Impact,INDUSTRIAL,CORE,1,1,0.915989,0.0839845,11.839,0,9.28498e-10,-8.37719,-9.57957,-8.69658,-13.4774,-16.4325,-20.4995,-1.56399,-5.85004,0.422222,-101.444,7.57258e-08,51.4961
155,Factory Floor,INDUSTRIAL,CORE,1,1,0.915884,0.0856627,11.629,0,-1.95815e-09,-8.28955,-9.55576,-8.3624,-12.9922,-16.6194,-20.4993,-0.448311,-4.56125,0.436111,-102.1,-2.77697e-08,52.0534
156,Rust Press,INDUSTRIAL,CORE,1,1,0.917714,0.0826027,11.9592,0,2.57897e-09,-8.31092,-8.8118,-8.27239,-13.9464,-18.0542,-19.2569,-1.71684,-6.87976,0.583333,-99.3735,-6.25931e-08,50.6143
157,Broken Piston,INDUSTRIAL,CORE,1,1,0.92019,0.0836856,11.9019,0,8.47023e-09,-8.75175,-10.3238,-8.89761,-13.0094,-16.1704,-21.6142,-0.490267,-4.54221,0.35,-100.62,6.51745e-08,50.7634
158,Machine Teeth,INDUSTRIAL,CORE,1,1,0.919251,0.0833416,11.9198,0,1.22414e-10,-8.36008,-9.66666,-8.55678,-13.3863,-17.0345,-20.6113,-0.991124,-5.65341,0.416667,-100.084,4.38218e-09,50.6141
159,Underground Unit,INDUSTRIAL,CORE,1,1,0.917574,0.0875393,11.4873,0,1.33587e-09,-8.19614,-9.39869,-8.20612,-12.8299,-16.4277,-19.9647,-0.535221,-4.46147,0.497222,-99.4854,-4.75074e-08,50.6668
160,Industrial Clean / TIGHT,INDUSTRIAL,TIGHT,1,1,0.916178,0.0723811,12.6096,0,2.19313e-09,-8.77718,-10.1054,-9.10978,-14.3754,-18.1525,-20.3791,-2.33848,-7.80342,0.361111,-139.31,7.82506e-10,70.378
161,Reactor Core / TIGHT,INDUSTRIAL,TIGHT,1,1,0.915664,0.0752388,12.5692,0,3.82384e-09,-8.76548,-9.68833,-9.11141,-14.6209,-17.9725,-20.0071,-2.45787,-7.39468,0.316667,-104.93,3.97045e-08,51.8693
162,Black Foundry / TIGHT,INDUSTRIAL,TIGHT,1,1,0.91403,0.0773565,12.348,0,6.79847e-09,-8.80755,-10.2165,-9.1192,-13.8641,-17.3111,-20.8228,-1.22234,-5.77102,0.3,-102.66,-2.6048e-08,50.6366
163,Steel Chamber / TIGHT,INDUSTRIAL,TIGHT,1,1,0.911088,0.0765323,12.3917,0,-2.85579e-09,-8.56839,-9.71331,-8.94167,-14.362,-17.9875,-20.0496,-1.57599,-6.65461,0.308333,-102.69,4.33189e-08,50.6792
164,Container Impact / TIGHT,INDUSTRIAL,TIGHT,1,1,0.916441,0.0766009,12.1992,0,8.42327e-10,-8.4717,-9.77963,-8.99735,-13.7632,-17.2516,-20.7474,-2.02561,-7.07915,0.380556,-136.076,1.08869e-09,69.4112
165,Factory Floor / TIGHT,INDUSTRIAL,TIGHT,1,1,0.916532,0.0785325,11.946,0,4.37807e-09,-8.34461,-9.66686,-8.5584,-13.2813,-17.5259,-20.5608,-0.775311,-5.86424,0.422222,-137.435,-5.05086e-10,70.2916
166,Rust Press / TIGHT,INDUSTRIAL,TIGHT,1,1,0.917671,0.0777178,12.0728,0,-5.80502e-09,-8.34099,-8.88442,-8.37192,-14.0973,-18.2678,-19.2387,-2.05488,-7.63799,0.480556,-135.889,1.05426e-11,69.7058
167,Broken Piston / TIGHT,INDUSTRIAL,TIGHT,1,1,0.9195,0.0766352,12.2733,0,-3.99106e-09,-8.91587,-10.8242,-9.09534,-13.38,-16.8887,-21.622,-1.15797,-5.82994,0.338889,-128.558,-4.06615e-09,65.2474
168,Machine Teeth / TIGHT,INDUSTRIAL,TIGHT,1,1,0.918087,0.079586,12.0155,0,3.48697e-09,-8.37484,-9.63777,-8.71913,-13.5274,-17.1461,-20.6969,-1.25121,-6.20691,0.402778,-120.299,-4.6551e-09,61.3021
169,Underground Unit / TIGHT,INDUSTRIAL,TIGHT,1,1,0.916705,0.0812395,11.7189,0,-2.14477e-10,-8.17522,-9.50782,-8.33638,-13.0776,-17.141,-19.9454,-0.834115,-5.58831,0.488889,-129.752,-6.35706e-10,66.364
170,Industrial Clean / HEAVY,INDUSTRIAL,HEAVY,1,1,0.915765,0.0810966,12.0514,0,1.7232e-09,-8.4728,-9.6447,-8.62164,-13.7751,-17.266,-20.1965,-1.55919,-6.16424,0.386111,-101.101,1.89567e-08,50.6926
171,Reactor Core / HEAVY,INDUSTRIAL,HEAVY,1,1,0.916051,0.0770795,12.406,0,2.32241e-09,-8.50088,-9.26671,-8.88919,-14.3526,-18.4339,-20.0822,-1.7497,-7.21478,0.355556,-102.038,-1.23506e-08,50.8495
172,Black Foundry / HEAVY,INDUSTRIAL,HEAVY,1,1,0.915428,0.0812836,12.0234,0,-5.25814e-09,-8.57363,-9.78927,-8.79036,-13.4373,-17.0861,-20.8093,-0.779941,-5.35187,0.338889,-101.139,1.05198e-07,50.7318
173,Steel Chamber / HEAVY,INDUSTRIAL,HEAVY,1,1,0.916075,0.0783738,12.2724,0,-3.90518e-09,-8.41066,-9.55195,-8.66558,-14.1503,-18.1401,-20.21,-1.14353,-6.34526,0.347222,-101.671,1.03718e-07,50.7206
174,Container Impact / HEAVY,INDUSTRIAL,HEAVY,1,1,0.915801,0.0845877,11.8047,0,7.65353e-11,-8.28412,-9.49735,-8.54298,-13.3653,-16.7932,-20.4126,-1.51369,-5.85831,0.480556,-99.5435,-5.83856e-08,50.8097
175,Factory Floor / HEAVY,INDUSTRIAL,HEAVY,1,1,0.916403,0.0877961,11.5283,0,-9.51078e-10,-8.22171,-9.47645,-8.2858,-12.8574,-16.4601,-20.5953,-0.38454,-4.59321,0.483333,-98.7995,-8.90292e-08,50.7819
176,Rust Press / HEAVY,INDUSTRIAL,HEAVY,1,1,0.918453,0.082141,12.0079,0,5.12681e-09,-8.32129,-8.8431,-8.26082,-13.9694,-18.315,-19.3526,-1.887,-7.17936,0.6,-99.4688,6.66377e-08,50.7621
177,Broken Piston / HEAVY,INDUSTRIAL,HEAVY,1,1,0.920032,0.0828856,11.9441,0,9.49729e-10,-8.55526,-10.1552,-8.66957,-13.1978,-16.7209,-21.1306,-0.639048,-5.04672,0.369444,-100.636,-4.35643e-08,50.7508
178,Machine Teeth / HEAVY,INDUSTRIAL,HEAVY,1,1,0.919287,0.0823122,11.9953,0,1.0991e-08,-8.51216,-9.37494,-8.4594,-13.6036,-17.5299,-20.2893,-1.18215,-6.19855,0.477778,-100.107,8.44564e-09,50.6275
179,Underground Unit / HEAVY,INDUSTRIAL,HEAVY,1,1,0.91786,0.0887846,11.4454,0,-4.07696e-10,-8.19588,-9.32459,-8.14883,-12.782,-16.4085,-20.0124,-0.630422,-4.73952,0.563889,-98.6569,-5.78064e-08,50.6948
180,Industrial Clean / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.915864,0.0813842,12.0578,0,-3.66503e-10,-8.77954,-10.0624,-9.01835,-13.5692,-16.3781,-20.7038,-1.71809,-5.63108,0.341667,-101.273,1.50802e-08,50.7458
181,Reactor Core / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.915314,0.0773114,12.4095,0,-8.40586e-09,-8.67636,-9.65614,-9.191,-14.17,-17.5678,-20.4391,-2.15491,-6.64234,0.308333,-102.11,7.61169e-09,50.7092
182,Black Foundry / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.918367,0.0800255,12.1764,0,9.62144e-09,-8.83823,-10.4062,-8.9774,-13.5898,-16.651,-21.1686,-1.00063,-5.38614,0.297222,-101.822,-1.11189e-09,50.7371
183,Steel Chamber / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.9155,0.0783183,12.2824,0,-8.60353e-09,-8.55419,-9.8503,-8.87152,-14.0517,-17.529,-20.3453,-1.44801,-6.14462,0.316667,-102.009,-3.92486e-08,50.6552
184,Container Impact / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.919331,0.0863244,11.7169,0,5.02241e-10,-8.51506,-9.81838,-8.84699,-13.0939,-15.6996,-21.1166,-1.48725,-5.12169,0.388889,-99.5226,3.22577e-08,50.7086
185,Factory Floor / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.920035,0.0876811,11.5555,0,2.89296e-09,-8.36076,-9.83153,-8.44019,-12.7332,-16.0186,-20.9719,-0.172868,-4.29899,0.408333,-99.2542,-3.6237e-08,50.6264
186,Rust Press / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.917069,0.0841554,11.8585,0,1.93507e-09,-8.34105,-8.91706,-8.32244,-13.7124,-17.4941,-19.4446,-1.81912,-6.70428,0.541667,-99.2654,-4.11471e-08,50.726
187,Broken Piston / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.921852,0.0840091,11.9103,0,7.18537e-09,-8.90431,-10.5649,-8.98461,-13.0176,-15.809,-21.7172,-0.879745,-4.53055,0.341667,-100.597,5.51382e-08,50.7677
188,Machine Teeth / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.920472,0.0838346,11.9005,0,5.27112e-09,-8.42866,-9.76744,-8.59226,-13.4147,-16.6381,-20.6131,-1.34752,-5.73186,0.383333,-100.108,3.20974e-08,50.6235
189,Underground Unit / SUSTAIN,INDUSTRIAL,SUSTAIN,1,1,0.91979,0.0885281,11.4613,0,-2.18366e-09,-8.24939,-9.61467,-8.25014,-12.6942,-16.1077,-20.107,-0.668262,-4.63838,0.466667,-99.2016,-6.34065e-08,50.6634
190,Industrial Clean / MUTANT,INDUSTRIAL,MUTANT,1,1,0.915734,0.0772588,12.2962,0,-2.78909e-09,-8.82486,-9.87428,-9.21305,-13.8374,-17.0469,-20.4354,-2.02393,-6.53543,0.344444,-113.482,-1.2426e-09,56.8266
191,Reactor Core / MUTANT,INDUSTRIAL,MUTANT,1,1,0.915668,0.0764648,12.4876,0,3.69715e-09,-8.87289,-9.56673,-9.19215,-14.3602,-17.7002,-20.0389,-2.55055,-7.20066,0.330556,-102.359,-3.62916e-08,50.6129
192,Black Foundry / MUTANT,INDUSTRIAL,MUTANT,1,1,0.917587,0.0786461,12.2937,0,-3.09937e-09,-8.80911,-10.3101,-9.08531,-13.8101,-16.9026,-20.822,-1.34963,-5.76753,0.319444,-102.184,-5.70497e-08,50.7062
193,Steel Chamber / MUTANT,INDUSTRIAL,MUTANT,1,1,0.915486,0.0774005,12.3607,0,-8.20028e-09,-8.58176,-9.59236,-8.96714,-14.2041,-17.8005,-19.9898,-1.73948,-6.61347,0.313889,-102.327,-1.79462e-08,50.6085
194,Container Impact / MUTANT,INDUSTRIAL,MUTANT,1,1,0.918536,0.0825767,11.8946,0,6.73943e-09,-8.47039,-9.8521,-8.87705,-13.4187,-16.1448,-20.6531,-2.02962,-5.95957,0.397222,-110.161,-2.15123e-08,56.1103
195,Factory Floor / MUTANT,INDUSTRIAL,MUTANT,1,1,0.918873,0.084016,11.6995,0,-3.13543e-09,-8.32227,-9.7054,-8.49736,-13.0108,-16.4537,-20.565,-0.597006,-5.07781,0.438889,-110.837,2.04416e-08,56.5057
196,Rust Press / MUTANT,INDUSTRIAL,MUTANT,1,1,0.917354,0.0819441,11.9703,0,1.51279e-09,-8.32565,-8.79293,-8.39694,-14.0539,-17.6826,-19.2529,-1.96629,-7.06933,0.513889,-104.425,-8.70336e-09,53.1658
197,Broken Piston / MUTANT,INDUSTRIAL,MUTANT,1,1,0.922216,0.0838409,11.9323,0,6.12488e-09,-8.93764,-10.8097,-9.02152,-13.0729,-15.6508,-21.5579,-1.11808,-4.67832,0.352778,-100.604,2.19501e-08,50.6398
198,Machine Teeth / MUTANT,INDUSTRIAL,MUTANT,1,1,0.920663,0.0841124,11.8791,0,1.0126e-09,-8.36857,-9.74176,-8.60142,-13.4308,-16.528,-20.4784,-1.47127,-5.85315,0.4,-100.143,-3.73348e-08,50.7165
199,Underground Unit / MUTANT,INDUSTRIAL,MUTANT,1,1,0.919285,0.0869142,11.5593,0,9.69436e-10,-8.24266,-9.50068,-8.24964,-12.9669,-16.3653,-19.7625,-0.954315,-5.11127,0.452778,-99.8717,1.14212e-07,50.724
200,Rave Foundation,RAVE,CORE,1,1,0.918313,0.0847434,11.0026,0,-8.16749e-10,-7.33208,-5.14876,-7.68408,-13.647,-20.9081,-14.6685,-3.91294,-12.5573,0.591667,-300,0,0
201,Saw Pressure,RAVE,CORE,1,1,0.919667,0.0888968,10.6376,0,-6.10958e-09,-7.13241,-5.08502,-7.69939,-12.8375,-18.425,-14.9128,-3.71166,-10.692,0.661111,-300,0,0
202,Warehouse Rave,RAVE,CORE,1,1,0.922571,0.0931299,10.2206,0.0270833,-5.32537e-08,-6.34448,-4.62703,-7.13755,-12.2555,-19.3503,-14.3259,-3.07328,-10.9071,1.28611,-300,0,0
203,Red Strobe,RAVE,CORE,1,1,0.921519,0.0869946,10.8072,0,9.17689e-09,-7.31656,-5.20003,-7.39594,-13.1954,-20.0402,-14.9895,-3.46336,-11.7972,0.586111,-300,0,0
204,Rave Saw,RAVE,CORE,1,1,0.920654,0.0878754,10.7491,0,6.20666e-09,-7.30869,-5.11831,-7.71657,-12.9655,-18.903,-14.8894,-3.53537,-10.5821,0.536111,-300,0,0
205,Overdrive 1999,RAVE,CORE,1,1,0.914429,0.084472,11.0429,0,7.05114e-09,-8.45977,-6.07702,-7.68971,-13.0931,-18.5432,-15.9307,-3.4711,-10.4888,0.205556,-300,0,0
206,Neon Tunnel,RAVE,CORE,1,1,0.922571,0.0894965,10.5636,0.0104167,-6.15624e-09,-6.72535,-4.94477,-7.27015,-12.7258,-20.4137,-15.1232,-3.15661,-12.1307,0.830556,-300,0,0
207,Acid Hammer,RAVE,CORE,1,1,0.922571,0.09388,10.149,0.0395833,-1.25677e-07,-6.05801,-4.60559,-7.12439,-12.0969,-19.454,-14.5123,-2.87518,-10.9222,1.34444,-300,0,0
208,Alarm State,RAVE,CORE,1,1,0.922277,0.0912564,10.4018,0,-2.72368e-09,-7.5797,-5.36014,-7.05691,-12.1504,-18.2271,-15.6831,-3.22865,-10.4261,0.725,-300,0,0
209,Belgian Basement,RAVE,CORE,1,1,0.922571,0.0939181,10.1604,0.0104167,-8.18878e-09,-6.90625,-5.13255,-6.87019,-12.0775,-17.7506,-15.5027,-2.74409,-9.90618,0.952778,-300,0,0
210,Rave Foundation / TIGHT,RAVE,TIGHT,1,1,0.917389,0.0817346,11.3026,0,2.08448e-09,-7.64218,-5.20596,-7.92585,-13.9656,-23.4765,-15.1568,-4.15299,-15.3609,0.408333,-300,0,0
211,Saw Pressure / TIGHT,RAVE,TIGHT,1,1,0.918368,0.0844278,11.0309,0,6.8327e-10,-7.56046,-5.36441,-7.88788,-13.1442,-20.4443,-15.3812,-4.34274,-13.1651,0.497222,-300,0,0
212,Warehouse Rave / TIGHT,RAVE,TIGHT,1,1,0.922571,0.0896272,10.5508,0.01875,-2.11201e-08,-6.52799,-4.76173,-7.19141,-12.7115,-22.4755,-14.6356,-3.45882,-13.9811,1.04167,-300,0,0
213,Red Strobe / TIGHT,RAVE,TIGHT,1,1,0.920582,0.0835623,11.1407,0,-2.59737e-09,-7.5649,-5.46052,-7.50119,-13.4728,-23.0464,-15.4516,-3.81149,-14.6449,0.538889,-300,0,0
214,Rave Saw / TIGHT,RAVE,TIGHT,1,1,0.918811,0.0838942,11.0911,0,6.63576e-09,-7.62092,-5.28746,-7.91355,-13.3824,-20.6713,-15.2449,-4.03595,-12.6882,0.422222,-300,0,0
